AlertKey,TransactionKey,DateKey,AlertDateKey,CustomerKey,RuleKey,CorridorKey,ChannelKey,ProductKey,AlertAmountUSD,RiskScore,Severity,AlertStatus,IsFalsePositive,IsTruePositive,EscalatedToCase,CaseKey,ClosedDateKey,HoursToDisposition
AL003065,T0016297,20250627,20250629,C0128,R001,COR004,CH005,PR004,10760.98,88,Critical,Escalated,N,Y,Y,CA003065,,
AL003066,T0016299,20251226,20251227,C0072,R001,COR003,CH008,PR008,277606.09,99,Critical,SAR Filed,N,Y,Y,CA003066,20260110.0,339.0
AL003067,T0016302,20251105,20251106,C0168,R001,COR004,CH007,PR002,17037.8,68,Medium,Closed True Positive,N,Y,N,,20251110.0,110.0
AL003068,T0016304,20250803,20250805,C0167,R006,COR006,CH002,PR003,51320.28,99,Critical,SAR Filed,N,Y,Y,CA003068,20250811.0,145.0
AL003069,T0016315,20250505,20250507,C0060,R001,COR007,CH004,PR004,4824.27,82,High,SAR Filed,N,Y,Y,CA003069,20250522.0,374.0
AL003070,T0016327,20250417,20250419,C0060,R007,COR002,CH005,PR003,28000.0,99,Critical,Escalated,N,Y,Y,CA003070,,
AL003071,T0016330,20250308,20250308,C0017,R001,COR001,CH006,PR004,151000.0,80,High,In Review,Y,N,N,,,
AL003072,T0016337,20260112,20260114,C0151,R001,COR010,CH004,PR007,6801.72,89,Critical,SAR Filed,N,Y,Y,CA003072,20260116.0,51.0
AL003073,T0016348,20260308,20260310,C0022,R007,COR011,CH002,PR003,3105.99,81,High,SAR Filed,N,Y,Y,CA003073,20260311.0,31.0
AL003074,T0016349,20260329,20260330,C0136,R009,COR008,CH008,PR001,63364.5,77,High,Closed True Positive,N,Y,N,,20260401.0,51.0
AL003075,T0016366,20251124,20251124,C0121,R009,COR009,CH004,PR007,7416.06,87,High,In Review,N,Y,N,,,
AL003076,T0016383,20250323,20250324,C0157,R009,COR011,CH007,PR008,50829.07,90,Critical,SAR Filed,N,Y,Y,CA003076,20250405.0,293.0
AL003077,T0016395,20250606,20250608,C0107,R006,COR007,CH006,PR005,17497.32,73,Medium,Closed True Positive,N,Y,N,,20250609.0,35.0
AL003078,T0016403,20260508,20260508,C0005,R005,COR007,CH005,PR008,8073.92,94,Critical,Escalated,Y,N,Y,CA003078,,
AL003079,T0016407,20251008,20251009,C0035,R004,COR012,CH003,PR004,16000.0,75,High,Closed True Positive,N,Y,N,,20251011.0,61.0
AL003080,T0016413,20250219,20250219,C0128,R006,COR003,CH005,PR008,11285.16,82,High,SAR Filed,N,Y,Y,CA003080,20250221.0,59.0
AL003081,T0016414,20260323,20260323,C0078,R006,COR005,CH004,PR007,9952.46,90,Critical,Closed True Positive,Y,N,Y,CA003081,20260406.0,339.0
AL003082,T0016417,20260501,20260503,C0110,R008,COR008,CH003,PR006,51000.0,79,High,In Review,Y,N,N,,,
AL003083,T0016420,20251003,20251003,C0066,R010,COR004,CH005,PR005,5063.68,71,Medium,Closed False Positive,Y,N,N,,20251013.0,253.0
AL003084,T0016423,20260313,20260315,C0171,R006,COR007,CH007,PR002,8000.0,85,High,In Review,N,Y,N,,,
AL003085,T0016426,20250526,20250527,C0172,R001,COR010,CH003,PR005,1909.94,65,Medium,Escalated,N,Y,Y,CA003085,,
AL003086,T0016437,20260430,20260430,C0127,R008,COR001,CH007,PR001,2657.46,79,High,Escalated,N,Y,Y,CA003086,,
AL003087,T0016439,20250305,20250305,C0030,R003,COR006,CH008,PR008,18309.9,77,High,In Review,N,Y,Y,CA003087,,
AL003088,T0016441,20250323,20250324,C0040,R003,COR008,CH002,PR006,10944.68,83,High,Closed False Positive,Y,N,N,,20250330.0,156.0
AL003089,T0016442,20260204,20260205,C0017,R006,COR012,CH004,PR002,32887.94,80,High,Closed False Positive,Y,N,N,,20260212.0,183.0
AL003090,T0016443,20250415,20250417,C0085,R008,COR002,CH002,PR005,18513.96,87,High,In Review,N,Y,N,,,
AL003091,T0016444,20250420,20250421,C0172,R003,COR009,CH006,PR005,17418.51,90,Critical,SAR Filed,N,Y,Y,CA003091,20250430.0,229.0
AL003092,T0016445,20260412,20260413,C0026,R008,COR008,CH001,PR008,301.98,79,High,Escalated,N,Y,Y,CA003092,,
AL003093,T0016446,20250519,20250519,C0080,R005,COR012,CH005,PR005,35662.08,82,High,Closed False Positive,Y,N,N,,20250602.0,349.0
AL003094,T0016447,20260310,20260310,C0132,R005,COR007,CH007,PR001,3161.64,86,High,Closed False Positive,Y,N,N,,20260316.0,159.0
AL003095,T0016456,20250207,20250208,C0125,R007,COR010,CH002,PR005,1141875.4,82,High,SAR Filed,N,Y,Y,CA003095,20250220.0,295.0
AL003096,T0016462,20260124,20260124,C0007,R001,COR003,CH006,PR003,37000.0,98,Critical,Escalated,N,Y,Y,CA003096,,
AL003097,T0016469,20250822,20250822,C0069,R001,COR005,CH002,PR007,186496.21,78,High,In Review,Y,N,N,,,
AL003098,T0016479,20250318,20250320,C0027,R009,COR012,CH008,PR008,54379.5,86,High,SAR Filed,N,Y,Y,CA003098,20250328.0,198.0
AL003099,T0016485,20260307,20260307,C0124,R005,COR011,CH005,PR007,54218.05,85,High,SAR Filed,N,Y,Y,CA003099,20260310.0,79.0
AL003100,T0016486,20250715,20250716,C0170,R010,COR009,CH002,PR007,257293.59,95,Critical,SAR Filed,N,Y,Y,CA003100,20250727.0,270.0
AL003101,T0016489,20260515,20260517,C0122,R008,COR011,CH001,PR008,12444.93,76,High,In Review,Y,N,N,,,
AL003102,T0016496,20250627,20250627,C0131,R010,COR010,CH007,PR002,28200.01,76,High,In Review,N,Y,N,,,
AL003103,T0016505,20260526,20260526,C0057,R003,COR006,CH005,PR007,1258.23,75,High,Closed True Positive,N,Y,Y,CA003103,20260603.0,198.0
AL003104,T0016508,20250620,20250620,C0088,R008,COR008,CH002,PR006,9273.97,83,High,Closed True Positive,N,Y,N,,20250702.0,289.0
AL003105,T0016514,20251203,20251203,C0106,R002,COR001,CH003,PR006,85000.0,67,Medium,Escalated,N,Y,Y,CA003105,,
AL003106,T0016525,20250324,20250324,C0159,R001,COR002,CH004,PR005,67625.43,69,Medium,In Review,N,Y,Y,CA003106,,
AL003107,T0016532,20251018,20251020,C0130,R001,COR004,CH003,PR006,36867.31,60,Medium,In Review,Y,N,N,,,
AL003108,T0016542,20251228,20251230,C0097,R007,COR009,CH001,PR006,9000.0,77,High,In Review,N,Y,N,,,
AL003109,T0016561,20250619,20250620,C0095,R010,COR001,CH001,PR006,216000.0,72,Medium,Closed False Positive,Y,N,N,,20250627.0,177.0
AL003110,T0016563,20250606,20250607,C0115,R007,COR003,CH006,PR004,10037.56,54,Low,In Review,N,Y,Y,CA003110,,
AL003111,T0016565,20250603,20250603,C0063,R006,COR003,CH008,PR005,115003.7,76,High,New,Y,N,N,,,
AL003112,T0016570,20260216,20260218,C0004,R001,COR003,CH006,PR008,10482.21,87,High,Closed False Positive,Y,N,N,,20260303.0,318.0
AL003113,T0016579,20260201,20260201,C0044,R009,COR011,CH008,PR004,145447.67,99,Critical,Escalated,N,Y,Y,CA003113,,
AL003114,T0016589,20260504,20260504,C0153,R003,COR011,CH002,PR005,39719.44,68,Medium,Closed True Positive,N,Y,N,,20260506.0,56.0
AL003115,T0016591,20250623,20250623,C0029,R003,COR010,CH008,PR003,21986.35,55,Low,In Review,Y,N,N,,,
AL003116,T0016595,20251013,20251013,C0001,R002,COR007,CH002,PR008,60000.0,96,Critical,Escalated,Y,N,Y,CA003116,,
AL003117,T0016601,20250529,20250529,C0144,R007,COR008,CH003,PR001,30189.49,78,High,SAR Filed,N,Y,Y,CA003117,20250530.0,27.0
AL003118,T0016628,20250825,20250827,C0119,R005,COR001,CH005,PR007,40000.0,88,Critical,SAR Filed,N,Y,Y,CA003118,20250902.0,153.0
AL003119,T0016635,20260414,20260416,C0064,R005,COR009,CH005,PR006,33432.42,97,Critical,Escalated,N,Y,Y,CA003119,,
AL003120,T0016638,20250819,20250819,C0071,R003,COR010,CH007,PR004,4150.02,68,Medium,Closed False Positive,Y,N,N,,20250830.0,269.0
AL003121,T0016645,20250617,20250617,C0099,R003,COR006,CH003,PR003,29000.0,70,Medium,Closed False Positive,Y,N,N,,20250623.0,147.0
AL003122,T0016654,20251110,20251112,C0008,R005,COR008,CH005,PR004,58913.37,71,Medium,New,Y,N,N,,,
AL003123,T0016656,20250505,20250505,C0064,R003,COR012,CH002,PR007,70592.85,88,Critical,SAR Filed,N,Y,Y,CA003123,20250508.0,80.0
AL003124,T0016657,20250430,20250501,C0014,R003,COR006,CH006,PR007,430613.84,87,High,SAR Filed,N,Y,Y,CA003124,20250514.0,319.0
AL003125,T0016659,20251205,20251205,C0018,R009,COR002,CH007,PR002,72908.79,81,High,In Review,N,Y,N,,,
AL003126,T0016666,20251202,20251203,C0118,R006,COR008,CH007,PR008,54000.0,89,Critical,Escalated,Y,N,Y,CA003126,,
AL003127,T0016667,20250822,20250823,C0055,R009,COR003,CH008,PR007,93852.8,74,High,Closed False Positive,Y,N,N,,20250901.0,220.0
AL003128,T0016668,20260320,20260321,C0031,R004,COR010,CH007,PR005,20611.57,76,High,In Review,N,Y,Y,CA003128,,
AL003129,T0016670,20250305,20250307,C0128,R002,COR005,CH005,PR004,105184.98,78,High,In Review,Y,N,N,,,
AL003130,T0016680,20251106,20251108,C0116,R009,COR010,CH002,PR007,48000.0,99,Critical,SAR Filed,N,Y,Y,CA003130,20251120.0,302.0
AL003131,T0016681,20251217,20251217,C0124,R001,COR007,CH002,PR006,57000.0,81,High,Closed False Positive,Y,N,N,,20251227.0,241.0
AL003132,T0016692,20250822,20250824,C0109,R004,COR007,CH005,PR006,65221.57,79,High,Closed False Positive,Y,N,N,,20250826.0,58.0
AL003133,T0016699,20250122,20250122,C0001,R008,COR010,CH005,PR007,54254.35,83,High,Escalated,N,Y,Y,CA003133,,
AL003134,T0016716,20250323,20250324,C0165,R001,COR008,CH007,PR005,4864.92,89,Critical,In Review,Y,N,Y,CA003134,,
AL003135,T0016726,20250926,20250928,C0010,R003,COR011,CH006,PR005,603247.41,87,High,Escalated,N,Y,Y,CA003135,,
AL003136,T0016741,20260316,20260317,C0128,R002,COR009,CH002,PR002,54273.39,95,Critical,SAR Filed,N,Y,Y,CA003136,20260320.0,86.0
AL003137,T0016743,20250519,20250519,C0172,R001,COR006,CH004,PR006,8515.53,88,Critical,Escalated,N,Y,Y,CA003137,,
AL003138,T0016748,20260110,20260112,C0120,R010,COR002,CH004,PR004,107209.56,92,Critical,Escalated,N,Y,Y,CA003138,,
AL003139,T0016751,20260324,20260326,C0075,R005,COR003,CH005,PR008,2219.33,97,Critical,Escalated,Y,N,Y,CA003139,,
AL003140,T0016762,20260316,20260318,C0144,R009,COR002,CH008,PR003,12808.15,98,Critical,Escalated,Y,N,Y,CA003140,,
AL003141,T0016763,20250319,20250321,C0124,R001,COR012,CH008,PR006,94973.93,88,Critical,SAR Filed,N,Y,Y,CA003141,20250327.0,146.0
AL003142,T0016766,20250205,20250207,C0102,R003,COR007,CH003,PR003,4020.53,79,High,Closed False Positive,Y,N,N,,20250215.0,193.0
AL003143,T0016767,20250929,20251001,C0085,R001,COR002,CH007,PR008,27154.27,73,Medium,Closed False Positive,Y,N,N,,20251016.0,375.0
AL003144,T0016771,20260408,20260409,C0097,R008,COR002,CH007,PR003,5813.27,62,Medium,Closed True Positive,N,Y,N,,20260418.0,221.0
AL003145,T0016782,20251007,20251008,C0132,R003,COR005,CH006,PR002,102616.32,86,High,SAR Filed,N,Y,Y,CA003145,20251013.0,126.0
AL003146,T0016785,20260309,20260311,C0061,R009,COR005,CH008,PR003,190000.0,77,High,Closed True Positive,N,Y,N,,20260320.0,219.0
AL003147,T0016791,20260505,20260505,C0144,R010,COR005,CH005,PR002,177684.48,82,High,SAR Filed,N,Y,Y,CA003147,20260513.0,198.0
AL003148,T0016792,20251108,20251108,C0119,R003,COR007,CH003,PR006,13000.0,79,High,Closed True Positive,N,Y,N,,20251112.0,107.0
AL003149,T0016801,20250811,20250813,C0149,R010,COR011,CH008,PR003,16906.79,85,High,SAR Filed,N,Y,Y,CA003149,20250816.0,73.0
AL003150,T0016811,20260211,20260211,C0081,R003,COR011,CH008,PR004,31127.91,95,Critical,Closed True Positive,Y,N,Y,CA003150,20260226.0,362.0
AL003151,T0016813,20260516,20260518,C0172,R002,COR011,CH002,PR002,183123.39,85,High,SAR Filed,N,Y,Y,CA003151,20260529.0,265.0
AL003152,T0016823,20260216,20260216,C0145,R001,COR007,CH005,PR004,106852.76,92,Critical,SAR Filed,N,Y,Y,CA003152,20260218.0,52.0
AL003153,T0016825,20250311,20250312,C0094,R001,COR006,CH006,PR001,137968.16,99,Critical,Escalated,N,Y,Y,CA003153,,
AL003154,T0016827,20250514,20250514,C0129,R003,COR011,CH003,PR001,11000.0,75,High,Escalated,N,Y,Y,CA003154,,
AL003155,T0016830,20260225,20260225,C0020,R006,COR009,CH005,PR003,12901.99,93,Critical,SAR Filed,N,Y,Y,CA003155,20260306.0,227.0
AL003156,T0016831,20260116,20260116,C0031,R003,COR007,CH006,PR005,1521.71,83,High,Closed False Positive,Y,N,N,,20260125.0,223.0
AL003157,T0016834,20250313,20250315,C0035,R003,COR011,CH001,PR007,3842.9,88,Critical,SAR Filed,N,Y,Y,CA003157,20250323.0,196.0
AL003158,T0016839,20260205,20260205,C0178,R010,COR007,CH001,PR004,28738.62,69,Medium,Escalated,N,Y,Y,CA003158,,
AL003159,T0016842,20251104,20251106,C0014,R008,COR010,CH001,PR007,41000.0,91,Critical,Escalated,N,Y,Y,CA003159,,
AL003160,T0016849,20251206,20251208,C0167,R010,COR006,CH003,PR003,55993.72,93,Critical,SAR Filed,N,Y,Y,CA003160,20251211.0,81.0
AL003161,T0016860,20260530,20260531,C0111,R010,COR006,CH006,PR008,117342.95,91,Critical,SAR Filed,N,Y,Y,CA003161,20260604.0,98.0
AL003162,T0016877,20251028,20251029,C0006,R001,COR006,CH002,PR001,11021.7,59,Medium,In Review,Y,N,N,,,
AL003163,T0016878,20260514,20260516,C0119,R005,COR009,CH007,PR006,3669.79,81,High,In Review,N,Y,N,,,
AL003164,T0016883,20260314,20260314,C0065,R001,COR008,CH005,PR001,47285.94,86,High,Closed True Positive,N,Y,N,,20260329.0,371.0
AL003165,T0016889,20250312,20250312,C0062,R010,COR006,CH004,PR004,65242.55,95,Critical,SAR Filed,N,Y,Y,CA003165,20250313.0,33.0
AL003166,T0016895,20251023,20251023,C0052,R006,COR008,CH003,PR008,1805.42,68,Medium,Closed False Positive,Y,N,N,,20251026.0,86.0
AL003167,T0016898,20250611,20250613,C0101,R001,COR010,CH002,PR003,412787.53,89,Critical,SAR Filed,N,Y,Y,CA003167,20250616.0,86.0
AL003168,T0016899,20260527,20260527,C0077,R009,COR006,CH008,PR005,62000.0,81,High,SAR Filed,N,Y,Y,CA003168,20260607.0,279.0
AL003169,T0016900,20260521,20260523,C0056,R005,COR011,CH001,PR003,8811.03,76,High,Closed True Positive,N,Y,N,,20260602.0,254.0
AL003170,T0016909,20250422,20250422,C0027,R001,COR011,CH003,PR004,10116.56,88,Critical,Escalated,N,Y,Y,CA003170,,
AL003171,T0016912,20251111,20251112,C0076,R002,COR003,CH001,PR004,26417.68,78,High,Closed False Positive,Y,N,N,,20251124.0,300.0
AL003172,T0016916,20260121,20260121,C0139,R005,COR008,CH005,PR008,51584.59,90,Critical,Escalated,N,Y,Y,CA003172,,
AL003173,T0016919,20251122,20251122,C0077,R003,COR008,CH008,PR008,10354.03,69,Medium,In Review,Y,N,N,,,
AL003174,T0016921,20251230,20251231,C0061,R005,COR005,CH006,PR006,45250.94,74,High,Closed False Positive,Y,N,N,,20260104.0,97.0
AL003175,T0016922,20251126,20251127,C0157,R004,COR010,CH007,PR007,6087.18,80,High,Closed False Positive,Y,N,N,,20251205.0,207.0
AL003176,T0016925,20251218,20251219,C0105,R009,COR003,CH008,PR006,108219.05,81,High,SAR Filed,N,Y,Y,CA003176,20251229.0,250.0
AL003177,T0016932,20260528,20260528,C0004,R001,COR012,CH008,PR003,11894.61,79,High,SAR Filed,N,Y,Y,CA003177,20260609.0,303.0
AL003178,T0016946,20260108,20260110,C0078,R010,COR007,CH003,PR001,12999.93,89,Critical,Escalated,Y,N,Y,CA003178,,
AL003179,T0016948,20250923,20250925,C0031,R006,COR006,CH002,PR006,36165.92,93,Critical,SAR Filed,N,Y,Y,CA003179,20250927.0,58.0
AL003180,T0016949,20260327,20260328,C0146,R001,COR001,CH008,PR007,97642.64,97,Critical,Closed True Positive,Y,N,Y,CA003180,20260411.0,346.0
AL003181,T0016951,20251022,20251024,C0086,R007,COR005,CH006,PR006,16155.61,78,High,Closed False Positive,Y,N,N,,20251102.0,231.0
AL003182,T0016956,20260224,20260224,C0119,R001,COR010,CH004,PR006,36000.0,93,Critical,Escalated,N,Y,Y,CA003182,,
AL003183,T0016960,20260421,20260422,C0146,R003,COR010,CH004,PR002,30291.5,86,High,Escalated,N,Y,Y,CA003183,,
AL003184,T0016964,20250119,20250121,C0079,R001,COR004,CH002,PR006,118614.87,64,Medium,Closed True Positive,N,Y,Y,CA003184,20250202.0,297.0
AL003185,T0016967,20260314,20260316,C0162,R009,COR011,CH008,PR001,20463.35,86,High,SAR Filed,N,Y,Y,CA003185,20260326.0,246.0
AL003186,T0016969,20260225,20260227,C0134,R008,COR006,CH006,PR004,100804.44,99,Critical,Escalated,N,Y,Y,CA003186,,
AL003187,T0016970,20260404,20260405,C0054,R008,COR012,CH003,PR004,41752.67,82,High,Closed True Positive,N,Y,N,,20260412.0,174.0
AL003188,T0017001,20250917,20250919,C0020,R003,COR007,CH007,PR007,20063.47,89,Critical,SAR Filed,N,Y,Y,CA003188,20250923.0,110.0
AL003189,T0017004,20250520,20250522,C0044,R006,COR008,CH001,PR005,22448.04,78,High,In Review,N,Y,N,,,
AL003190,T0017011,20260305,20260306,C0146,R003,COR011,CH005,PR006,17402.82,84,High,SAR Filed,N,Y,Y,CA003190,20260308.0,51.0
AL003191,T0017016,20251113,20251113,C0150,R003,COR007,CH005,PR008,7408.7,84,High,SAR Filed,N,Y,Y,CA003191,20251121.0,195.0
AL003192,T0017019,20250823,20250825,C0127,R009,COR010,CH008,PR007,16000.0,97,Critical,SAR Filed,N,Y,Y,CA003192,20250829.0,103.0
AL003193,T0017026,20251001,20251001,C0102,R007,COR003,CH003,PR007,8003.37,76,High,Closed False Positive,Y,N,N,,20251015.0,339.0
AL003194,T0017043,20250204,20250205,C0032,R003,COR006,CH001,PR006,15932.47,93,Critical,Closed True Positive,Y,N,Y,CA003194,20250206.0,37.0
AL003195,T0017046,20260316,20260316,C0065,R006,COR003,CH004,PR004,2667.13,84,High,SAR Filed,N,Y,Y,CA003195,20260318.0,57.0
AL003196,T0017057,20260506,20260507,C0109,R005,COR008,CH002,PR003,3204.4,60,Medium,Closed True Positive,N,Y,N,,20260520.0,321.0
AL003197,T0017059,20251223,20251224,C0071,R004,COR004,CH007,PR007,13212.09,68,Medium,Closed True Positive,N,Y,Y,CA003197,20251230.0,150.0
AL003198,T0017074,20250825,20250825,C0089,R001,COR007,CH003,PR004,6250.23,71,Medium,Closed False Positive,Y,N,N,,20250827.0,55.0
AL003199,T0017075,20260313,20260315,C0055,R001,COR007,CH006,PR003,171000.0,95,Critical,SAR Filed,N,Y,Y,CA003199,20260330.0,372.0
AL003200,T0017076,20250630,20250701,C0112,R002,COR008,CH008,PR005,520000.0,99,Critical,SAR Filed,N,Y,Y,CA003200,20250712.0,273.0
AL003201,T0017077,20251128,20251129,C0146,R006,COR012,CH001,PR005,10000.0,84,High,In Review,N,Y,N,,,
AL003202,T0017082,20250210,20250210,C0024,R003,COR007,CH006,PR008,11518.45,96,Critical,Escalated,N,Y,Y,CA003202,,
AL003203,T0017083,20260217,20260218,C0136,R001,COR011,CH006,PR004,185000.0,83,High,SAR Filed,N,Y,Y,CA003203,20260220.0,55.0
AL003204,T0017087,20251228,20251230,C0060,R001,COR010,CH006,PR003,27159.67,81,High,SAR Filed,N,Y,Y,CA003204,20260101.0,62.0
AL003205,T0017092,20260404,20260406,C0147,R004,COR010,CH005,PR002,85000.0,91,Critical,SAR Filed,N,Y,Y,CA003205,20260419.0,326.0
AL003206,T0017096,20250829,20250829,C0009,R002,COR010,CH007,PR007,2680.71,77,High,Closed False Positive,Y,N,N,,20250904.0,158.0
AL003207,T0017101,20250603,20250603,C0146,R008,COR001,CH003,PR008,12956.03,81,High,SAR Filed,N,Y,Y,CA003207,20250612.0,222.0
AL003208,T0017108,20251226,20251228,C0142,R009,COR010,CH004,PR004,81000.0,77,High,Closed False Positive,Y,N,N,,20260103.0,159.0
AL003209,T0017126,20260515,20260517,C0080,R003,COR010,CH005,PR003,4805.63,83,High,Closed False Positive,Y,N,N,,20260528.0,266.0
AL003210,T0017127,20260326,20260327,C0174,R006,COR007,CH008,PR004,72263.28,90,Critical,Escalated,N,Y,Y,CA003210,,
AL003211,T0017132,20260116,20260116,C0140,R005,COR011,CH005,PR002,5665.64,72,Medium,Closed True Positive,N,Y,Y,CA003211,20260126.0,243.0
AL003212,T0017135,20251213,20251215,C0105,R001,COR007,CH003,PR002,42530.48,85,High,SAR Filed,N,Y,Y,CA003212,20251225.0,253.0
AL003213,T0017141,20250705,20250706,C0122,R002,COR002,CH004,PR006,12376.3,73,Medium,In Review,N,Y,N,,,
AL003214,T0017144,20251217,20251217,C0060,R007,COR012,CH004,PR002,8943.82,96,Critical,SAR Filed,N,Y,Y,CA003214,20251218.0,25.0
AL003215,T0017145,20250422,20250423,C0022,R001,COR012,CH005,PR003,9498.05,80,High,In Review,Y,N,N,,,
AL003216,T0017153,20250413,20250413,C0169,R009,COR012,CH008,PR007,90127.01,90,Critical,Escalated,N,Y,Y,CA003216,,
AL003217,T0017154,20251023,20251025,C0033,R007,COR012,CH008,PR005,55186.77,74,High,Closed False Positive,Y,N,N,,20251107.0,326.0
AL003218,T0017155,20260203,20260205,C0012,R010,COR007,CH008,PR004,40600.06,71,Medium,In Review,Y,N,Y,CA003218,,
AL003219,T0017158,20250713,20250715,C0167,R009,COR010,CH003,PR003,17160.98,96,Critical,Escalated,N,Y,Y,CA003219,,
AL003220,T0017180,20250128,20250129,C0155,R003,COR007,CH006,PR001,8000.0,80,High,New,Y,N,N,,,
AL003221,T0017191,20251219,20251221,C0165,R005,COR005,CH002,PR003,120612.41,81,High,Closed False Positive,Y,N,N,,20251226.0,125.0
AL003222,T0017193,20250501,20250503,C0180,R001,COR006,CH004,PR005,817.43,74,High,Closed True Positive,N,Y,N,,20250517.0,348.0
AL003223,T0017196,20250520,20250520,C0118,R001,COR004,CH008,PR002,276781.59,99,Critical,SAR Filed,N,Y,Y,CA003223,20250521.0,34.0
AL003224,T0017205,20260504,20260504,C0004,R006,COR003,CH006,PR004,6894.84,94,Critical,Escalated,N,Y,Y,CA003224,,
AL003225,T0017207,20250711,20250712,C0031,R003,COR009,CH008,PR007,18500.8,94,Critical,Escalated,N,Y,Y,CA003225,,
AL003226,T0017215,20251224,20251224,C0126,R009,COR012,CH004,PR004,12502.2,79,High,In Review,Y,N,N,,,
AL003227,T0017217,20250411,20250412,C0159,R009,COR011,CH005,PR005,81642.84,92,Critical,SAR Filed,N,Y,Y,CA003227,20250414.0,55.0
AL003228,T0017223,20250509,20250509,C0035,R008,COR011,CH005,PR005,7262.98,99,Critical,SAR Filed,N,Y,Y,CA003228,20250513.0,107.0
AL003229,T0017227,20260330,20260331,C0111,R005,COR007,CH008,PR005,108000.0,91,Critical,Closed True Positive,Y,N,Y,CA003229,20260411.0,266.0
AL003230,T0017230,20250531,20250602,C0078,R006,COR001,CH002,PR001,114763.73,75,High,Closed False Positive,Y,N,N,,20250614.0,295.0
AL003231,T0017239,20251115,20251116,C0070,R006,COR009,CH004,PR006,13872.9,84,High,Closed False Positive,Y,N,N,,20251124.0,199.0
AL003232,T0017240,20260301,20260302,C0118,R002,COR006,CH002,PR004,31000.0,85,High,Closed False Positive,Y,N,N,,20260315.0,327.0
AL003233,T0017242,20250914,20250914,C0047,R003,COR006,CH005,PR006,15569.0,74,High,Closed True Positive,N,Y,Y,CA003233,20250923.0,222.0
AL003234,T0017250,20250513,20250515,C0089,R002,COR006,CH004,PR007,56000.0,87,High,Closed True Positive,N,Y,N,,20250519.0,111.0
AL003235,T0017254,20251102,20251103,C0017,R005,COR011,CH002,PR005,35185.33,86,High,Escalated,N,Y,Y,CA003235,,
AL003236,T0017269,20260320,20260320,C0057,R007,COR006,CH005,PR001,22067.89,87,High,SAR Filed,N,Y,Y,CA003236,20260322.0,62.0
AL003237,T0017280,20260413,20260413,C0057,R001,COR006,CH002,PR003,52269.41,98,Critical,Escalated,Y,N,Y,CA003237,,
AL003238,T0017288,20250707,20250709,C0159,R009,COR006,CH008,PR007,176344.84,88,Critical,SAR Filed,N,Y,Y,CA003238,20250719.0,241.0
AL003239,T0017305,20250716,20250717,C0044,R007,COR011,CH003,PR004,3285.09,78,High,Closed True Positive,N,Y,N,,20250724.0,182.0
AL003240,T0017309,20260225,20260227,C0101,R006,COR011,CH001,PR003,27893.34,89,Critical,SAR Filed,N,Y,Y,CA003240,20260305.0,145.0
AL003241,T0017310,20250116,20250118,C0100,R009,COR009,CH008,PR003,105365.37,87,High,SAR Filed,N,Y,Y,CA003241,20250127.0,228.0
AL003242,T0017313,20260427,20260428,C0046,R003,COR008,CH002,PR004,42732.75,70,Medium,Closed False Positive,Y,N,N,,20260510.0,303.0
