CaseKey,AlertKey,CreatedDateKey,ClosedDateKey,CustomerKey,RuleKey,CorridorKey,AnalystKey,CasePriority,CaseStatus,Outcome,SARFiled,SLAHours,AgeDays,HoursToClose,IsOverdue,CaseAmountUSD
CA003455,AL003455,20250414,20250415.0,C0116,R006,COR006,A001,P3,Closed,False Positive,N,96,2,41.0,N,2278.08
CA003458,AL003458,20250712,20250719.0,C0111,R003,COR005,A006,P2,SAR Filed,SAR Filed,Y,48,8,187.0,Y,36810.74
CA003459,AL003459,20260419,20260422.0,C0050,R005,COR012,A001,P1,SAR Filed,SAR Filed,Y,24,4,80.0,Y,264717.38
CA003461,AL003461,20251005,20251006.0,C0079,R004,COR006,A005,P2,SAR Filed,SAR Filed,Y,48,2,27.0,N,26000.0
CA003462,AL003462,20251206,20251206.0,C0042,R006,COR006,A003,P2,SAR Filed,SAR Filed,Y,48,1,17.0,N,5110.4
CA003464,AL003464,20250815,,C0033,R002,COR012,A005,P2,Open,Pending,N,48,3,,Y,51698.71
CA003465,AL003465,20250212,20250212.0,C0167,R009,COR010,A001,P1,SAR Filed,SAR Filed,Y,24,1,9.0,N,3927.46
CA003467,AL003467,20250211,20250214.0,C0180,R001,COR007,A003,P2,SAR Filed,SAR Filed,Y,48,4,82.0,Y,869457.64
CA003470,AL003470,20250713,20250713.0,C0161,R003,COR004,A002,P1,SAR Filed,SAR Filed,Y,24,1,6.0,N,656639.26
CA003471,AL003471,20250904,20250904.0,C0049,R001,COR011,A007,P2,SAR Filed,SAR Filed,Y,48,1,12.0,N,613.89
CA003472,AL003472,20260311,20260313.0,C0060,R002,COR003,A008,P1,SAR Filed,SAR Filed,Y,24,3,54.0,Y,114000.0
CA003473,AL003473,20260227,20260227.0,C0160,R005,COR002,A005,P1,Closed,False Positive,N,24,1,15.0,N,37353.69
CA003477,AL003477,20260418,20260421.0,C0169,R009,COR009,A001,P1,SAR Filed,SAR Filed,Y,24,4,90.0,Y,116132.02
CA003481,AL003481,20260103,20260103.0,C0145,R010,COR003,A002,P1,SAR Filed,SAR Filed,Y,24,1,6.0,N,43526.59
CA003482,AL003482,20250520,20250521.0,C0116,R003,COR009,A003,P1,Closed,False Positive,N,24,2,30.0,Y,65472.54
CA003483,AL003483,20260503,20260504.0,C0160,R003,COR007,A005,P2,Closed,Confirmed Suspicious,N,48,2,27.0,N,12050.81
CA003484,AL003484,20250623,20250625.0,C0167,R001,COR012,A007,P1,SAR Filed,SAR Filed,Y,24,3,53.0,Y,23528.29
CA003485,AL003485,20260413,,C0005,R001,COR006,A004,P2,Pending EDD,Pending,N,48,21,,Y,47953.88
CA003486,AL003486,20250314,20250315.0,C0033,R002,COR007,A003,P2,SAR Filed,SAR Filed,Y,48,2,29.0,N,79837.12
CA003487,AL003487,20260227,20260302.0,C0020,R010,COR005,A008,P3,SAR Filed,SAR Filed,Y,96,4,74.0,N,7810.35
CA003488,AL003488,20251010,20251011.0,C0121,R005,COR008,A001,P1,SAR Filed,SAR Filed,Y,24,2,38.0,Y,445936.97
CA003489,AL003489,20251008,20251010.0,C0026,R003,COR008,A006,P1,SAR Filed,SAR Filed,Y,24,3,53.0,Y,38113.25
CA003491,AL003491,20260316,20260316.0,C0115,R003,COR007,A005,P1,SAR Filed,SAR Filed,Y,24,1,14.0,N,247610.55
CA003494,AL003494,20250518,20250519.0,C0113,R001,COR003,A003,P2,SAR Filed,SAR Filed,Y,48,2,29.0,N,56000.0
CA003496,AL003496,20260106,20260106.0,C0100,R006,COR006,A004,P3,SAR Filed,SAR Filed,Y,96,1,16.0,N,39208.51
CA003498,AL003498,20250725,,C0053,R007,COR002,A005,P1,Open,Pending,N,24,2,,Y,168354.93
CA003499,AL003499,20260127,20260127.0,C0112,R001,COR006,A001,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,707011.43
CA003500,AL003500,20260320,20260320.0,C0139,R002,COR004,A008,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,17000.0
CA003502,AL003502,20250825,20250826.0,C0032,R009,COR008,A005,P1,SAR Filed,SAR Filed,Y,24,2,41.0,Y,14692.86
CA003503,AL003503,20250919,20250921.0,C0110,R004,COR006,A008,P1,SAR Filed,SAR Filed,Y,24,3,69.0,Y,2732.07
CA003506,AL003506,20260523,20260523.0,C0147,R008,COR009,A002,P1,SAR Filed,SAR Filed,Y,24,1,19.0,N,37906.77
CA003508,AL003508,20250331,20250331.0,C0087,R008,COR009,A003,P2,SAR Filed,SAR Filed,Y,48,1,7.0,N,30741.46
CA003509,AL003509,20260222,,C0032,R010,COR003,A008,P1,In Review,Pending,N,24,8,,Y,59250.01
CA003511,AL003511,20250828,20250828.0,C0032,R002,COR011,A002,P1,SAR Filed,SAR Filed,Y,24,1,13.0,N,76759.09
CA003514,AL003514,20251116,20251116.0,C0057,R010,COR008,A008,P2,SAR Filed,SAR Filed,Y,48,1,8.0,N,5751.85
CA003515,AL003515,20260503,20260503.0,C0141,R005,COR010,A005,P1,SAR Filed,SAR Filed,Y,24,1,21.0,N,39981.75
CA003516,AL003516,20251125,20251125.0,C0001,R003,COR004,A001,P2,SAR Filed,SAR Filed,Y,48,1,16.0,N,8858.21
CA003517,AL003517,20250524,20250526.0,C0057,R009,COR007,A004,P1,SAR Filed,SAR Filed,Y,24,3,65.0,Y,6416.32
CA003519,AL003519,20260502,20260502.0,C0173,R001,COR002,A008,P1,SAR Filed,SAR Filed,Y,24,1,8.0,N,264000.0
CA003520,AL003520,20260205,20260205.0,C0051,R001,COR002,A008,P1,SAR Filed,SAR Filed,Y,24,1,12.0,N,13948.38
CA003523,AL003523,20250823,20250824.0,C0156,R005,COR010,A007,P2,SAR Filed,SAR Filed,Y,48,2,40.0,N,11895.14
CA003528,AL003528,20250801,20250801.0,C0041,R002,COR007,A008,P2,SAR Filed,SAR Filed,Y,48,1,13.0,N,3301.46
CA003530,AL003530,20250923,20250924.0,C0167,R001,COR005,A005,P1,SAR Filed,SAR Filed,Y,24,2,39.0,Y,38550.28
CA003531,AL003531,20251018,20251020.0,C0111,R005,COR012,A005,P1,SAR Filed,SAR Filed,Y,24,3,51.0,Y,183340.04
CA003532,AL003532,20250309,20250309.0,C0134,R009,COR007,A002,P1,SAR Filed,SAR Filed,Y,24,1,19.0,N,26000.0
CA003535,AL003535,20251004,20251004.0,C0080,R008,COR002,A005,P1,SAR Filed,SAR Filed,Y,24,1,7.0,N,139636.28
CA003536,AL003536,20250119,20250119.0,C0044,R008,COR001,A006,P1,SAR Filed,SAR Filed,Y,24,1,8.0,N,47000.0
CA003537,AL003537,20260311,,C0087,R003,COR006,A007,P2,In Review,Pending,N,48,0,,N,651.59
CA003538,AL003538,20251027,20251029.0,C0111,R004,COR012,A007,P2,SAR Filed,SAR Filed,Y,48,3,62.0,Y,104536.12
CA003539,AL003539,20260320,,C0145,R002,COR002,A002,P1,Pending EDD,Pending,N,24,0,,N,92000.0
CA003542,AL003542,20260517,20260517.0,C0070,R005,COR004,A001,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,112374.24
CA003545,AL003545,20260317,,C0127,R004,COR001,A005,P3,Open,Pending,N,96,1,,N,1869.43
CA003547,AL003547,20260227,20260227.0,C0068,R001,COR006,A002,P2,SAR Filed,SAR Filed,Y,48,1,19.0,N,13549.66
CA003550,AL003550,20250929,20250929.0,C0142,R010,COR011,A004,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,226758.16
CA003551,AL003551,20260525,20260525.0,C0126,R007,COR011,A003,P2,SAR Filed,SAR Filed,Y,48,1,15.0,N,30145.09
CA003553,AL003553,20260527,20260527.0,C0102,R003,COR007,A005,P1,Closed,False Positive,N,24,1,7.0,N,27725.79
CA003554,AL003554,20260416,20260421.0,C0099,R001,COR003,A004,P2,SAR Filed,SAR Filed,Y,48,6,126.0,Y,187882.44
CA003555,AL003555,20251028,20251029.0,C0036,R001,COR006,A003,P2,Closed,Confirmed Suspicious,N,48,2,28.0,N,16743.72
CA003559,AL003559,20260213,20260213.0,C0145,R002,COR009,A008,P1,SAR Filed,SAR Filed,Y,24,1,14.0,N,81006.97
CA003562,AL003562,20260219,,C0140,R010,COR008,A001,P3,Open,Pending,N,96,3,,N,26545.43
CA003564,AL003564,20250314,20250318.0,C0080,R007,COR002,A007,P1,Closed,False Positive,N,24,5,97.0,Y,20403.05
CA003567,AL003567,20250622,20250622.0,C0100,R007,COR003,A003,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,164630.37
CA003569,AL003569,20260327,,C0014,R003,COR002,A005,P1,Open,Pending,N,24,1,,Y,71531.93
CA003570,AL003570,20260521,20260521.0,C0021,R006,COR002,A006,P1,SAR Filed,SAR Filed,Y,24,1,21.0,N,29453.49
CA003571,AL003571,20260424,20260424.0,C0123,R010,COR002,A007,P2,SAR Filed,SAR Filed,Y,48,1,18.0,N,15202.78
CA003572,AL003572,20260511,,C0087,R002,COR005,A003,P2,Open,Pending,N,48,2,,Y,9944.68
CA003573,AL003573,20250504,20250516.0,C0017,R005,COR007,A004,P3,SAR Filed,SAR Filed,Y,96,12,288.0,Y,19752.88
CA003574,AL003574,20260226,,C0015,R004,COR003,A008,P1,Pending EDD,Pending,N,24,3,,Y,168389.99
CA003575,AL003575,20250719,20250719.0,C0038,R005,COR003,A008,P2,SAR Filed,SAR Filed,Y,48,1,15.0,N,38000.0
CA003577,AL003577,20250902,20250903.0,C0127,R003,COR006,A007,P2,SAR Filed,SAR Filed,Y,48,2,42.0,N,7096.09
CA003578,AL003578,20250205,20250205.0,C0013,R008,COR004,A004,P1,Closed,False Positive,N,24,1,7.0,N,46332.03
CA003579,AL003579,20250807,20250808.0,C0102,R010,COR003,A002,P1,SAR Filed,SAR Filed,Y,24,2,41.0,Y,42850.45
CA003580,AL003580,20250120,20250123.0,C0073,R002,COR011,A006,P1,SAR Filed,SAR Filed,Y,24,4,78.0,Y,2726.63
CA003582,AL003582,20260211,20260214.0,C0161,R008,COR005,A006,P2,SAR Filed,SAR Filed,Y,48,4,93.0,Y,65000.0
CA003583,AL003583,20260212,20260212.0,C0081,R008,COR008,A008,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,17322.02
CA003584,AL003584,20260130,,C0172,R006,COR011,A006,P3,In Review,Pending,N,96,21,,Y,10224.29
CA003588,AL003588,20251124,20251128.0,C0088,R008,COR008,A008,P2,SAR Filed,SAR Filed,Y,48,5,115.0,Y,14591.47
CA003590,AL003590,20250809,20250810.0,C0177,R009,COR006,A001,P1,SAR Filed,SAR Filed,Y,24,2,36.0,Y,42589.7
CA003591,AL003591,20260319,20260319.0,C0054,R007,COR008,A005,P1,SAR Filed,SAR Filed,Y,24,1,14.0,N,115771.0
CA003593,AL003593,20251218,,C0044,R006,COR001,A006,P2,In Review,Pending,N,48,1,,N,10000.0
CA003594,AL003594,20250523,20250523.0,C0131,R008,COR005,A003,P1,SAR Filed,SAR Filed,Y,24,1,12.0,N,27703.14
CA003595,AL003595,20260130,20260205.0,C0080,R001,COR009,A002,P2,SAR Filed,SAR Filed,Y,48,7,160.0,Y,11425.13
CA003596,AL003596,20251201,20251201.0,C0163,R009,COR008,A008,P1,SAR Filed,SAR Filed,Y,24,1,8.0,N,57285.45
CA003599,AL003599,20260503,20260505.0,C0026,R008,COR004,A006,P1,Closed,False Positive,N,24,3,58.0,Y,31730.98
CA003600,AL003600,20260426,20260426.0,C0082,R005,COR006,A003,P2,SAR Filed,SAR Filed,Y,48,1,19.0,N,5016.78
CA003601,AL003601,20250516,20250517.0,C0009,R005,COR010,A006,P3,SAR Filed,SAR Filed,Y,96,1,24.0,N,63054.26
CA003602,AL003602,20250824,,C0083,R007,COR012,A001,P1,Open,Pending,N,24,1,,Y,5132.78
CA003607,AL003607,20260417,20260427.0,C0012,R003,COR007,A007,P3,Closed,Confirmed Suspicious,N,96,11,253.0,Y,9499.88
CA003611,AL003611,20251006,20251006.0,C0169,R001,COR011,A003,P1,SAR Filed,SAR Filed,Y,24,1,10.0,N,15469.32
CA003612,AL003612,20250918,20250918.0,C0116,R003,COR006,A001,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,17477.43
CA003613,AL003613,20250707,20250707.0,C0031,R005,COR006,A003,P1,SAR Filed,SAR Filed,Y,24,1,8.0,N,43000.0
CA003614,AL003614,20260521,20260521.0,C0179,R010,COR009,A008,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,35057.76
CA003616,AL003616,20260307,20260307.0,C0083,R001,COR007,A008,P1,SAR Filed,SAR Filed,Y,24,1,8.0,N,17647.22
CA003619,AL003619,20250218,20250218.0,C0164,R002,COR011,A006,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,53870.15
CA003621,AL003621,20250709,20250709.0,C0161,R001,COR009,A007,P2,SAR Filed,SAR Filed,Y,48,1,10.0,N,20574.29
CA003622,AL003622,20260329,20260329.0,C0151,R007,COR003,A007,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,70262.69
CA003624,AL003624,20250122,20250122.0,C0075,R007,COR004,A003,P1,SAR Filed,SAR Filed,Y,24,1,7.0,N,39249.14
CA003628,AL003628,20250819,20250821.0,C0110,R008,COR008,A001,P1,SAR Filed,SAR Filed,Y,24,3,57.0,Y,21198.12
CA003629,AL003629,20260428,20260428.0,C0144,R007,COR008,A006,P1,Closed,False Positive,N,24,1,12.0,N,10540.95
CA003633,AL003633,20250413,20250416.0,C0149,R001,COR006,A007,P1,SAR Filed,SAR Filed,Y,24,4,86.0,Y,38000.0
CA003634,AL003634,20250831,20250901.0,C0080,R005,COR005,A003,P2,SAR Filed,SAR Filed,Y,48,2,29.0,N,52863.38
CA003636,AL003636,20260414,20260415.0,C0157,R005,COR002,A004,P2,SAR Filed,SAR Filed,Y,48,2,32.0,N,73024.01
CA003639,AL003639,20260522,20260522.0,C0050,R009,COR007,A005,P1,SAR Filed,SAR Filed,Y,24,1,20.0,N,322502.14
CA003643,AL003643,20260410,20260410.0,C0033,R009,COR003,A004,P1,SAR Filed,SAR Filed,Y,24,1,20.0,N,1288198.19
CA003649,AL003649,20250215,20250215.0,C0180,R003,COR006,A005,P1,Closed,False Positive,N,24,1,13.0,N,9000.0
CA003650,AL003650,20251226,20251226.0,C0148,R005,COR007,A006,P1,SAR Filed,SAR Filed,Y,24,1,7.0,N,51000.0
CA003656,AL003656,20260115,20260115.0,C0064,R004,COR004,A001,P1,SAR Filed,SAR Filed,Y,24,1,14.0,N,35747.35
CA003657,AL003657,20250629,20250630.0,C0106,R002,COR012,A007,P2,SAR Filed,SAR Filed,Y,48,2,25.0,N,67000.0
CA003659,AL003659,20250617,20250617.0,C0014,R005,COR004,A001,P2,SAR Filed,SAR Filed,Y,48,1,6.0,N,7479.44
CA003660,AL003660,20250429,20250430.0,C0022,R005,COR010,A005,P3,SAR Filed,SAR Filed,Y,96,2,30.0,N,35524.05
CA003661,AL003661,20251015,20251015.0,C0010,R003,COR010,A003,P1,SAR Filed,SAR Filed,Y,24,1,13.0,N,249507.5
CA003662,AL003662,20260423,20260508.0,C0151,R005,COR009,A006,P3,Closed,Confirmed Suspicious,N,96,16,382.0,Y,18259.61
CA003664,AL003664,20260214,20260214.0,C0069,R008,COR004,A003,P1,SAR Filed,SAR Filed,Y,24,1,9.0,N,64764.03
CA003666,AL003666,20251104,20251104.0,C0146,R008,COR006,A001,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,753590.12
CA003667,AL003667,20260318,20260320.0,C0044,R003,COR007,A005,P2,SAR Filed,SAR Filed,Y,48,3,60.0,Y,8259.69
CA003668,AL003668,20260529,20260529.0,C0167,R004,COR011,A004,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,4714.71
CA003669,AL003669,20260222,20260222.0,C0177,R009,COR001,A001,P2,SAR Filed,SAR Filed,Y,48,1,11.0,N,236263.84
CA003670,AL003670,20250530,20250530.0,C0088,R003,COR011,A006,P2,SAR Filed,SAR Filed,Y,48,1,18.0,N,26934.02
CA003671,AL003671,20260507,20260507.0,C0112,R007,COR002,A008,P2,SAR Filed,SAR Filed,Y,48,1,21.0,N,18891.79
CA003673,AL003673,20260122,20260122.0,C0083,R001,COR010,A007,P1,SAR Filed,SAR Filed,Y,24,1,9.0,N,254834.27
CA003674,AL003674,20250915,20250917.0,C0037,R003,COR011,A005,P1,SAR Filed,SAR Filed,Y,24,3,64.0,Y,21000.0
CA003675,AL003675,20260301,20260308.0,C0100,R001,COR003,A008,P2,Closed,Confirmed Suspicious,N,48,8,173.0,Y,9957.75
CA003676,AL003676,20250718,20250718.0,C0116,R010,COR010,A004,P1,Closed,False Positive,N,24,1,13.0,N,9810.08
CA003677,AL003677,20250224,20250224.0,C0131,R010,COR003,A006,P1,SAR Filed,SAR Filed,Y,24,1,15.0,N,80656.51
CA003679,AL003679,20250915,20250915.0,C0054,R010,COR012,A008,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,32000.0
CA003681,AL003681,20251014,20251014.0,C0094,R002,COR005,A006,P1,SAR Filed,SAR Filed,Y,24,1,19.0,N,42000.0
CA003682,AL003682,20250601,,C0176,R001,COR003,A007,P3,In Review,Pending,N,96,5,,Y,4969.82
CA003684,AL003684,20250623,20250624.0,C0114,R001,COR006,A008,P2,SAR Filed,SAR Filed,Y,48,2,27.0,N,39687.04
CA003687,AL003687,20260415,20260415.0,C0003,R001,COR006,A008,P1,SAR Filed,SAR Filed,Y,24,1,12.0,N,27986.5
CA003690,AL003690,20250925,20250926.0,C0137,R004,COR006,A008,P2,SAR Filed,SAR Filed,Y,48,2,35.0,N,12000.0
CA003692,AL003692,20260515,20260515.0,C0148,R009,COR007,A006,P1,Closed,False Positive,N,24,1,6.0,N,14183.19
CA003693,AL003693,20250322,20250322.0,C0032,R008,COR003,A001,P2,SAR Filed,SAR Filed,Y,48,1,20.0,N,33667.15
CA003697,AL003697,20260228,20260301.0,C0146,R003,COR011,A004,P1,SAR Filed,SAR Filed,Y,24,2,41.0,Y,55016.42
CA003698,AL003698,20250918,20250918.0,C0098,R003,COR008,A008,P1,SAR Filed,SAR Filed,Y,24,1,15.0,N,15962.23
CA003699,AL003699,20260113,20260114.0,C0173,R007,COR003,A004,P2,SAR Filed,SAR Filed,Y,48,2,43.0,N,33677.15
CA003700,AL003700,20250501,20250501.0,C0131,R009,COR008,A002,P1,SAR Filed,SAR Filed,Y,24,1,14.0,N,82417.24
CA003701,AL003701,20250909,20250910.0,C0047,R006,COR006,A006,P2,SAR Filed,SAR Filed,Y,48,2,32.0,N,15532.49
CA003702,AL003702,20250101,20250104.0,C0073,R007,COR011,A004,P1,Closed,False Positive,N,24,4,87.0,Y,25482.22
CA003703,AL003703,20250515,20250518.0,C0071,R001,COR010,A004,P2,SAR Filed,SAR Filed,Y,48,4,95.0,Y,4137.41
CA003704,AL003704,20251012,20251012.0,C0099,R010,COR011,A006,P2,SAR Filed,SAR Filed,Y,48,1,14.0,N,40652.22
CA003706,AL003706,20250422,20250422.0,C0053,R005,COR010,A004,P1,SAR Filed,SAR Filed,Y,24,1,13.0,N,60143.7
CA003707,AL003707,20260410,20260410.0,C0167,R002,COR007,A001,P1,SAR Filed,SAR Filed,Y,24,1,7.0,N,58751.13
CA003713,AL003713,20260424,,C0068,R002,COR009,A001,P3,Open,Pending,N,96,5,,Y,6503.76
CA003715,AL003715,20250622,,C0029,R002,COR002,A005,P3,Pending EDD,Pending,N,96,2,,N,4333.01
CA003716,AL003716,20260419,20260419.0,C0118,R002,COR006,A008,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,104000.0
CA003717,AL003717,20250213,20250213.0,C0126,R003,COR007,A003,P2,Closed,Confirmed Suspicious,N,48,1,13.0,N,37841.41
CA003718,AL003718,20260510,,C0095,R005,COR008,A001,P3,In Review,Pending,N,96,2,,N,57001.77
CA003719,AL003719,20260403,20260404.0,C0085,R003,COR007,A005,P2,SAR Filed,SAR Filed,Y,48,1,24.0,N,14068.35
CA003720,AL003720,20250327,20250327.0,C0174,R004,COR006,A006,P1,SAR Filed,SAR Filed,Y,24,1,9.0,N,91000.0
CA003722,AL003722,20260520,20260528.0,C0172,R001,COR011,A002,P2,SAR Filed,SAR Filed,Y,48,9,193.0,Y,21783.8
CA003723,AL003723,20250913,20250914.0,C0019,R003,COR006,A002,P1,SAR Filed,SAR Filed,Y,24,2,31.0,Y,16446.83
CA003726,AL003726,20260429,20260429.0,C0030,R006,COR011,A003,P1,SAR Filed,SAR Filed,Y,24,1,11.0,N,83000.0
CA003732,AL003732,20251129,20251129.0,C0118,R009,COR011,A006,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,15566.16
CA003733,AL003733,20251030,,C0042,R001,COR005,A006,P2,In Review,Pending,N,48,2,,Y,20622.04
CA003734,AL003734,20251113,20251113.0,C0005,R010,COR005,A004,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,127955.77
CA003735,AL003735,20251014,20251014.0,C0064,R009,COR010,A004,P2,SAR Filed,SAR Filed,Y,48,1,23.0,N,175938.67
CA003736,AL003736,20260322,20260323.0,C0019,R003,COR006,A004,P2,SAR Filed,SAR Filed,Y,48,2,36.0,N,3144.99
CA003738,AL003738,20250913,20250916.0,C0003,R002,COR011,A004,P1,SAR Filed,SAR Filed,Y,24,4,74.0,Y,85000.0
CA003739,AL003739,20260405,20260406.0,C0034,R001,COR005,A003,P2,SAR Filed,SAR Filed,Y,48,2,25.0,N,350569.64
CA003742,AL003742,20251018,20251018.0,C0173,R001,COR003,A008,P1,Closed,False Positive,N,24,1,9.0,N,101874.26
CA003743,AL003743,20260404,20260404.0,C0061,R001,COR009,A002,P1,Closed,False Positive,N,24,1,16.0,N,14247.53
CA003747,AL003747,20250902,20250903.0,C0157,R003,COR011,A001,P2,SAR Filed,SAR Filed,Y,48,2,41.0,N,75926.12
CA003749,AL003749,20250618,20250618.0,C0003,R009,COR003,A008,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,6030.69
CA003750,AL003750,20250204,20250204.0,C0145,R008,COR001,A001,P3,SAR Filed,SAR Filed,Y,96,1,8.0,N,4008.48
CA003751,AL003751,20250918,20250918.0,C0101,R008,COR010,A005,P1,SAR Filed,SAR Filed,Y,24,1,8.0,N,130103.07
CA003752,AL003752,20260514,20260515.0,C0142,R001,COR012,A008,P2,SAR Filed,SAR Filed,Y,48,2,31.0,N,110000.0
CA003753,AL003753,20260408,20260409.0,C0020,R007,COR011,A002,P2,SAR Filed,SAR Filed,Y,48,2,43.0,N,12917.55
CA003756,AL003756,20251110,20251112.0,C0119,R002,COR008,A002,P2,SAR Filed,SAR Filed,Y,48,3,70.0,Y,15000.0
CA003758,AL003758,20250103,20250106.0,C0101,R007,COR009,A001,P1,SAR Filed,SAR Filed,Y,24,4,93.0,Y,91000.0
CA003760,AL003760,20260526,20260526.0,C0077,R005,COR006,A003,P2,Closed,Confirmed Suspicious,N,48,1,14.0,N,5264.29
CA003761,AL003761,20260228,20260301.0,C0094,R005,COR003,A004,P2,SAR Filed,SAR Filed,Y,48,2,28.0,N,9555.35
CA003762,AL003762,20260405,20260405.0,C0167,R010,COR004,A002,P1,SAR Filed,SAR Filed,Y,24,1,14.0,N,24299.31
CA003763,AL003763,20251016,20251016.0,C0086,R009,COR009,A001,P1,SAR Filed,SAR Filed,Y,24,1,9.0,N,121509.15
CA003764,AL003764,20250725,20250725.0,C0129,R010,COR005,A008,P1,SAR Filed,SAR Filed,Y,24,1,11.0,N,36000.0
CA003765,AL003765,20250218,20250219.0,C0110,R008,COR010,A005,P2,SAR Filed,SAR Filed,Y,48,2,30.0,N,10685.11
CA003767,AL003767,20260421,20260421.0,C0124,R008,COR004,A001,P1,SAR Filed,SAR Filed,Y,24,1,14.0,N,168227.41
CA003768,AL003768,20260507,20260512.0,C0023,R005,COR009,A008,P2,SAR Filed,SAR Filed,Y,48,6,130.0,Y,3715.3
CA003771,AL003771,20260508,20260508.0,C0134,R009,COR011,A001,P1,SAR Filed,SAR Filed,Y,24,1,12.0,N,55882.86
CA003775,AL003775,20250330,20250330.0,C0104,R001,COR012,A002,P1,SAR Filed,SAR Filed,Y,24,1,7.0,N,508374.92
CA003776,AL003776,20260223,20260223.0,C0106,R005,COR001,A002,P3,SAR Filed,SAR Filed,Y,96,1,8.0,N,5189.24
CA003777,AL003777,20260221,,C0092,R008,COR008,A003,P3,In Review,Pending,N,96,0,,N,76061.99
CA003778,AL003778,20251106,20251107.0,C0095,R001,COR001,A006,P1,SAR Filed,SAR Filed,Y,24,2,32.0,Y,195437.79
CA003781,AL003781,20250802,20250802.0,C0101,R009,COR001,A008,P1,SAR Filed,SAR Filed,Y,24,1,12.0,N,581417.97
CA003784,AL003784,20250811,20250811.0,C0040,R005,COR010,A005,P2,SAR Filed,SAR Filed,Y,48,1,22.0,N,20078.17
CA003785,AL003785,20260301,20260302.0,C0179,R005,COR002,A003,P2,SAR Filed,SAR Filed,Y,48,2,43.0,N,4452.77
CA003786,AL003786,20260201,20260201.0,C0153,R005,COR004,A001,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,50373.21
CA003787,AL003787,20260114,20260114.0,C0020,R009,COR006,A004,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,324322.61
CA003789,AL003789,20250907,20250907.0,C0165,R006,COR002,A001,P1,SAR Filed,SAR Filed,Y,24,1,8.0,N,46000.0
CA003792,AL003792,20250421,20250421.0,C0007,R001,COR009,A006,P1,SAR Filed,SAR Filed,Y,24,1,7.0,N,68000.0
CA003793,AL003793,20260117,20260117.0,C0124,R005,COR005,A008,P2,SAR Filed,SAR Filed,Y,48,1,19.0,N,48000.0
CA003795,AL003795,20260322,20260322.0,C0019,R009,COR011,A005,P1,SAR Filed,SAR Filed,Y,24,1,7.0,N,90000.0
CA003796,AL003796,20260328,20260329.0,C0006,R004,COR003,A007,P1,SAR Filed,SAR Filed,Y,24,2,34.0,Y,83520.68
CA003797,AL003797,20250203,20250204.0,C0003,R006,COR003,A002,P2,SAR Filed,SAR Filed,Y,48,2,41.0,N,47716.77
CA003798,AL003798,20250509,,C0126,R009,COR003,A007,P1,Pending EDD,Pending,N,24,1,,Y,230197.99
CA003799,AL003799,20251207,20251208.0,C0085,R008,COR002,A003,P1,SAR Filed,SAR Filed,Y,24,2,37.0,Y,302247.09
CA003801,AL003801,20260426,20260426.0,C0063,R004,COR002,A005,P1,SAR Filed,SAR Filed,Y,24,1,21.0,N,20716.06
CA003802,AL003802,20250620,20250626.0,C0118,R010,COR002,A003,P2,SAR Filed,SAR Filed,Y,48,7,146.0,Y,22000.0
CA003804,AL003804,20251201,20251201.0,C0101,R010,COR005,A006,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,26941.84
CA003807,AL003807,20250905,20250905.0,C0134,R003,COR005,A007,P2,SAR Filed,SAR Filed,Y,48,1,16.0,N,7726.86
CA003808,AL003808,20250321,20250321.0,C0165,R003,COR006,A002,P1,Closed,False Positive,N,24,1,11.0,N,73000.0
CA003809,AL003809,20260417,,C0032,R010,COR001,A004,P1,In Review,Pending,N,24,1,,Y,19526.19
CA003810,AL003810,20251027,20251027.0,C0076,R002,COR010,A002,P2,SAR Filed,SAR Filed,Y,48,1,14.0,N,24569.83
CA003811,AL003811,20250909,20250909.0,C0111,R009,COR003,A004,P2,SAR Filed,SAR Filed,Y,48,1,10.0,N,765207.77
CA003812,AL003812,20250726,,C0102,R010,COR009,A004,P2,In Review,Pending,N,48,0,,N,6423.56
CA003813,AL003813,20250512,20250512.0,C0005,R008,COR006,A001,P3,SAR Filed,SAR Filed,Y,96,1,16.0,N,17160.24
CA003815,AL003815,20251114,20251114.0,C0145,R009,COR010,A007,P1,SAR Filed,SAR Filed,Y,24,1,21.0,N,27442.84
