CostDriverKey,RevenueDriverKey,MonthStart,PlanPeriod,ScenarioKey,RegionKey,ServiceKey,SegmentKey,CarrierCostUSD,HandlingCostUSD,FuelCostUSD,CustomsCostUSD,DirectCostUSD,VariableCostPerJobUSD,CostInflationPct,DateKey,YearMonth
COST_202611_UPSIDE_VN_SOUTH_LCL_ENT,202611_UPSIDE_VN_SOUTH_LCL_ENT,2026-11-01,Forecast,UPSIDE,VN_SOUTH,LCL,ENT,103839.03,12219.67,5377.75,705.38,122141.82,526.47,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_SOUTH_LCL_MM,202611_UPSIDE_VN_SOUTH_LCL_MM,2026-11-01,Forecast,UPSIDE,VN_SOUTH,LCL,MM,88851.61,6394.69,4601.56,1609.97,101457.83,520.3,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_SOUTH_LCL_SME,202611_UPSIDE_VN_SOUTH_LCL_SME,2026-11-01,Forecast,UPSIDE,VN_SOUTH,LCL,SME,67393.08,3509.69,3490.24,837.56,75230.57,515.28,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_SOUTH_LCL_SKA,202611_UPSIDE_VN_SOUTH_LCL_SKA,2026-11-01,Forecast,UPSIDE,VN_SOUTH,LCL,SKA,110578.38,12970.57,5726.77,1036.58,130312.3,527.58,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_SOUTH_CLS_ENT,202611_UPSIDE_VN_SOUTH_CLS_ENT,2026-11-01,Forecast,UPSIDE,VN_SOUTH,CLS,ENT,120890.89,7613.7,7232.36,1195.36,136932.31,1095.46,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_SOUTH_CLS_MM,202611_UPSIDE_VN_SOUTH_CLS_MM,2026-11-01,Forecast,UPSIDE,VN_SOUTH,CLS,MM,100490.32,2887.68,6011.88,755.84,110145.73,1090.55,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_SOUTH_CLS_SME,202611_UPSIDE_VN_SOUTH_CLS_SME,2026-11-01,Forecast,UPSIDE,VN_SOUTH,CLS,SME,78069.64,4916.34,4670.56,654.46,88310.99,1117.86,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_SOUTH_CLS_SKA,202611_UPSIDE_VN_SOUTH_CLS_SKA,2026-11-01,Forecast,UPSIDE,VN_SOUTH,CLS,SKA,126583.04,5521.89,7572.89,520.57,140198.39,1023.35,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_SOUTH_CUS_ENT,202611_UPSIDE_VN_SOUTH_CUS_ENT,2026-11-01,Forecast,UPSIDE,VN_SOUTH,CUS,ENT,30341.61,8131.14,2506.71,7896.0,48875.45,173.32,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_SOUTH_CUS_MM,202611_UPSIDE_VN_SOUTH_CUS_MM,2026-11-01,Forecast,UPSIDE,VN_SOUTH,CUS,MM,25800.57,7636.38,2131.54,6524.0,42092.5,180.65,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_SOUTH_CUS_SME,202611_UPSIDE_VN_SOUTH_CUS_SME,2026-11-01,Forecast,UPSIDE,VN_SOUTH,CUS,SME,19174.66,10104.64,1584.14,4872.0,35735.44,205.38,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_SOUTH_CUS_SKA,202611_UPSIDE_VN_SOUTH_CUS_SKA,2026-11-01,Forecast,UPSIDE,VN_SOUTH,CUS,SKA,34057.73,7318.23,2813.72,9100.0,53289.68,163.97,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_SOUTH_TRK_ENT,202611_UPSIDE_VN_SOUTH_TRK_ENT,2026-11-01,Forecast,UPSIDE,VN_SOUTH,TRK,ENT,81364.99,8735.44,5913.95,2249.9,98264.28,292.45,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_SOUTH_TRK_MM,202611_UPSIDE_VN_SOUTH_TRK_MM,2026-11-01,Forecast,UPSIDE,VN_SOUTH,TRK,MM,65489.49,5754.06,4760.05,2055.61,78059.21,290.18,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_SOUTH_TRK_SME,202611_UPSIDE_VN_SOUTH_TRK_SME,2026-11-01,Forecast,UPSIDE,VN_SOUTH,TRK,SME,51955.36,8188.64,3776.33,1070.0,64990.33,308.01,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_SOUTH_TRK_SKA,202611_UPSIDE_VN_SOUTH_TRK_SKA,2026-11-01,Forecast,UPSIDE,VN_SOUTH,TRK,SKA,89723.46,22063.97,6521.48,1461.1,119770.0,314.36,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_CENTRAL_AIR_ENT,202611_UPSIDE_VN_CENTRAL_AIR_ENT,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,AIR,ENT,134506.24,6800.64,8642.97,679.4,150629.24,1448.36,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_CENTRAL_AIR_MM,202611_UPSIDE_VN_CENTRAL_AIR_MM,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,AIR,MM,109971.93,2880.77,7066.47,257.83,120177.0,1413.85,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_CENTRAL_AIR_SME,202611_UPSIDE_VN_CENTRAL_AIR_SME,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,AIR,SME,86904.29,3481.12,5584.21,386.05,96355.67,1459.93,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_CENTRAL_AIR_SKA,202611_UPSIDE_VN_CENTRAL_AIR_SKA,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,AIR,SKA,129142.84,3470.69,8298.33,473.44,141385.3,1309.12,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_CENTRAL_FCL_ENT,202611_UPSIDE_VN_CENTRAL_FCL_ENT,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,FCL,ENT,150426.82,7513.34,7150.18,965.81,166056.15,982.58,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_CENTRAL_FCL_MM,202611_UPSIDE_VN_CENTRAL_FCL_MM,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,FCL,MM,127302.76,4276.2,6051.03,660.25,138290.23,1002.1,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_CENTRAL_FCL_SME,202611_UPSIDE_VN_CENTRAL_FCL_SME,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,FCL,SME,97628.0,7626.97,4640.51,722.34,110617.83,1063.63,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_CENTRAL_FCL_SKA,202611_UPSIDE_VN_CENTRAL_FCL_SKA,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,FCL,SKA,170649.6,7185.44,8111.42,1077.26,187023.72,989.54,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_CENTRAL_LCL_ENT,202611_UPSIDE_VN_CENTRAL_LCL_ENT,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,LCL,ENT,64842.05,10694.43,3358.12,527.22,79421.81,551.54,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_CENTRAL_LCL_MM,202611_UPSIDE_VN_CENTRAL_LCL_MM,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,LCL,MM,57782.22,7544.72,2992.5,967.86,69287.29,577.39,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_CENTRAL_LCL_SME,202611_UPSIDE_VN_CENTRAL_LCL_SME,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,LCL,SME,41093.91,2418.39,2128.22,619.56,46260.09,519.78,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_CENTRAL_LCL_SKA,202611_UPSIDE_VN_CENTRAL_LCL_SKA,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,LCL,SKA,69582.09,6642.84,3603.6,1512.31,81340.85,508.38,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_CENTRAL_CLS_ENT,202611_UPSIDE_VN_CENTRAL_CLS_ENT,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,CLS,ENT,74687.91,2774.61,4468.24,430.79,82361.56,1069.63,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_CENTRAL_CLS_MM,202611_UPSIDE_VN_CENTRAL_CLS_MM,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,CLS,MM,61945.57,1200.33,3705.93,205.43,67057.25,1047.77,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_CENTRAL_CLS_SME,202611_UPSIDE_VN_CENTRAL_CLS_SME,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,CLS,SME,46116.88,3501.96,2758.97,285.25,52663.06,1097.15,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_CENTRAL_CLS_SKA,202611_UPSIDE_VN_CENTRAL_CLS_SKA,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,CLS,SKA,77816.44,2517.2,4655.41,597.07,85586.11,1056.62,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_CENTRAL_CUS_ENT,202611_UPSIDE_VN_CENTRAL_CUS_ENT,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,CUS,ENT,18815.9,9078.38,1554.5,5012.0,34460.78,192.52,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_CENTRAL_CUS_MM,202611_UPSIDE_VN_CENTRAL_CUS_MM,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,CUS,MM,16662.35,9740.85,1376.58,4200.0,31979.79,213.2,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_CENTRAL_CUS_SME,202611_UPSIDE_VN_CENTRAL_CUS_SME,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,CUS,SME,11857.02,6464.43,979.58,3108.0,22409.03,201.88,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_CENTRAL_CUS_SKA,202611_UPSIDE_VN_CENTRAL_CUS_SKA,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,CUS,SKA,20426.92,7238.52,1687.59,5348.0,34701.04,181.68,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_CENTRAL_TRK_ENT,202611_UPSIDE_VN_CENTRAL_TRK_ENT,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,TRK,ENT,49324.7,14722.88,3585.12,1958.17,69590.87,331.39,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_CENTRAL_TRK_MM,202611_UPSIDE_VN_CENTRAL_TRK_MM,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,TRK,MM,39987.53,10762.67,2906.46,820.62,54477.28,320.45,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_CENTRAL_TRK_SME,202611_UPSIDE_VN_CENTRAL_TRK_SME,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,TRK,SME,32385.8,3539.3,2353.94,1343.36,39622.4,289.21,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_CENTRAL_TRK_SKA,202611_UPSIDE_VN_CENTRAL_TRK_SKA,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,TRK,SKA,55571.54,15506.37,4039.17,2305.89,77422.97,329.46,0.0375,20261101,2026-11
COST_202611_UPSIDE_TH_AIR_ENT,202611_UPSIDE_TH_AIR_ENT,2026-11-01,Forecast,UPSIDE,TH,AIR,ENT,109201.79,2792.9,7016.98,675.07,119686.74,1408.08,0.0375,20261101,2026-11
COST_202611_UPSIDE_TH_AIR_MM,202611_UPSIDE_TH_AIR_MM,2026-11-01,Forecast,UPSIDE,TH,AIR,MM,92667.6,5179.98,5954.54,332.91,104135.03,1446.32,0.0375,20261101,2026-11
COST_202611_UPSIDE_TH_AIR_SME,202611_UPSIDE_TH_AIR_SME,2026-11-01,Forecast,UPSIDE,TH,AIR,SME,71018.66,3806.03,4563.45,195.85,79583.99,1446.98,0.0375,20261101,2026-11
COST_202611_UPSIDE_TH_AIR_SKA,202611_UPSIDE_TH_AIR_SKA,2026-11-01,Forecast,UPSIDE,TH,AIR,SKA,118440.88,6174.86,7610.66,531.46,132757.86,1397.45,0.0375,20261101,2026-11
COST_202611_UPSIDE_TH_FCL_ENT,202611_UPSIDE_TH_FCL_ENT,2026-11-01,Forecast,UPSIDE,TH,FCL,ENT,130292.62,7845.2,6193.15,467.76,144798.73,991.77,0.0375,20261101,2026-11
COST_202611_UPSIDE_TH_FCL_MM,202611_UPSIDE_TH_FCL_MM,2026-11-01,Forecast,UPSIDE,TH,FCL,MM,103813.58,6326.94,4934.53,832.44,115907.49,1016.73,0.0375,20261101,2026-11
COST_202611_UPSIDE_TH_FCL_SME,202611_UPSIDE_TH_FCL_SME,2026-11-01,Forecast,UPSIDE,TH,FCL,SME,80116.72,1856.64,3808.16,648.58,86430.1,1005.0,0.0375,20261101,2026-11
COST_202611_UPSIDE_TH_FCL_SKA,202611_UPSIDE_TH_FCL_SKA,2026-11-01,Forecast,UPSIDE,TH,FCL,SKA,140475.65,4325.95,6677.17,741.97,152220.75,969.56,0.0375,20261101,2026-11
COST_202611_UPSIDE_TH_LCL_ENT,202611_UPSIDE_TH_LCL_ENT,2026-11-01,Forecast,UPSIDE,TH,LCL,ENT,53596.97,5787.14,2775.75,892.64,63052.49,525.44,0.0375,20261101,2026-11
COST_202611_UPSIDE_TH_LCL_MM,202611_UPSIDE_TH_LCL_MM,2026-11-01,Forecast,UPSIDE,TH,LCL,MM,45811.08,6373.95,2372.52,543.99,55101.53,556.58,0.0375,20261101,2026-11
COST_202611_UPSIDE_TH_LCL_SME,202611_UPSIDE_TH_LCL_SME,2026-11-01,Forecast,UPSIDE,TH,LCL,SME,34484.68,4767.69,1785.94,585.81,41624.12,570.19,0.0375,20261101,2026-11
COST_202611_UPSIDE_TH_LCL_SKA,202611_UPSIDE_TH_LCL_SKA,2026-11-01,Forecast,UPSIDE,TH,LCL,SKA,59966.98,6433.2,3105.64,1240.8,70746.63,516.4,0.0375,20261101,2026-11
COST_202611_UPSIDE_TH_CLS_ENT,202611_UPSIDE_TH_CLS_ENT,2026-11-01,Forecast,UPSIDE,TH,CLS,ENT,62858.22,2575.51,3760.52,382.63,69576.88,1023.19,0.0375,20261101,2026-11
COST_202611_UPSIDE_TH_CLS_MM,202611_UPSIDE_TH_CLS_MM,2026-11-01,Forecast,UPSIDE,TH,CLS,MM,51591.58,3409.6,3086.49,422.7,58510.36,1125.2,0.0375,20261101,2026-11
COST_202611_UPSIDE_TH_CLS_SME,202611_UPSIDE_TH_CLS_SME,2026-11-01,Forecast,UPSIDE,TH,CLS,SME,39868.87,1839.69,2385.18,281.57,44375.31,1082.32,0.0375,20261101,2026-11
COST_202611_UPSIDE_TH_CLS_SKA,202611_UPSIDE_TH_CLS_SKA,2026-11-01,Forecast,UPSIDE,TH,CLS,SKA,71090.56,2254.25,4253.03,276.83,77874.67,1052.36,0.0375,20261101,2026-11
COST_202611_UPSIDE_TH_CUS_ENT,202611_UPSIDE_TH_CUS_ENT,2026-11-01,Forecast,UPSIDE,TH,CUS,ENT,15323.66,6832.99,1265.98,4172.0,27594.63,185.2,0.0375,20261101,2026-11
COST_202611_UPSIDE_TH_CUS_MM,202611_UPSIDE_TH_CUS_MM,2026-11-01,Forecast,UPSIDE,TH,CUS,MM,14224.4,4714.53,1175.17,3668.0,23782.1,181.54,0.0375,20261101,2026-11
COST_202611_UPSIDE_TH_CUS_SME,202611_UPSIDE_TH_CUS_SME,2026-11-01,Forecast,UPSIDE,TH,CUS,SME,10417.94,5831.3,860.69,2660.0,19769.93,208.1,0.0375,20261101,2026-11
COST_202611_UPSIDE_TH_CUS_SKA,202611_UPSIDE_TH_CUS_SKA,2026-11-01,Forecast,UPSIDE,TH,CUS,SKA,18032.17,3334.76,1489.75,4648.0,27504.68,165.69,0.0375,20261101,2026-11
COST_202611_UPSIDE_TH_TRK_ENT,202611_UPSIDE_TH_TRK_ENT,2026-11-01,Forecast,UPSIDE,TH,TRK,ENT,41940.54,6979.73,3048.41,1593.25,53561.94,295.92,0.0375,20261101,2026-11
COST_202611_UPSIDE_TH_TRK_MM,202611_UPSIDE_TH_TRK_MM,2026-11-01,Forecast,UPSIDE,TH,TRK,MM,35545.04,5026.33,2583.56,1087.43,44242.36,305.12,0.0375,20261101,2026-11
COST_202611_UPSIDE_TH_TRK_SME,202611_UPSIDE_TH_TRK_SME,2026-11-01,Forecast,UPSIDE,TH,TRK,SME,27275.98,5267.71,1982.53,344.39,34870.62,308.59,0.0375,20261101,2026-11
COST_202611_UPSIDE_TH_TRK_SKA,202611_UPSIDE_TH_TRK_SKA,2026-11-01,Forecast,UPSIDE,TH,TRK,SKA,46217.82,6740.19,3359.3,1286.95,57604.27,289.47,0.0375,20261101,2026-11
COST_202611_UPSIDE_CN_AIR_ENT,202611_UPSIDE_CN_AIR_ENT,2026-11-01,Forecast,UPSIDE,CN,AIR,ENT,148908.52,3679.98,9568.42,835.91,162992.84,1381.3,0.0375,20261101,2026-11
COST_202611_UPSIDE_CN_AIR_MM,202611_UPSIDE_CN_AIR_MM,2026-11-01,Forecast,UPSIDE,CN,AIR,MM,120975.86,2180.43,7773.55,682.83,131612.68,1356.83,0.0375,20261101,2026-11
COST_202611_UPSIDE_CN_AIR_SME,202611_UPSIDE_CN_AIR_SME,2026-11-01,Forecast,UPSIDE,CN,AIR,SME,92505.88,3726.48,5944.15,225.46,102401.98,1462.89,0.0375,20261101,2026-11
COST_202611_UPSIDE_CN_AIR_SKA,202611_UPSIDE_CN_AIR_SKA,2026-11-01,Forecast,UPSIDE,CN,AIR,SKA,159733.0,3171.95,10263.97,1188.47,174357.39,1372.89,0.0375,20261101,2026-11
COST_202611_UPSIDE_CN_FCL_ENT,202611_UPSIDE_CN_FCL_ENT,2026-11-01,Forecast,UPSIDE,CN,FCL,ENT,168976.36,4066.46,8031.89,866.63,181941.33,957.59,0.0375,20261101,2026-11
COST_202611_UPSIDE_CN_FCL_MM,202611_UPSIDE_CN_FCL_MM,2026-11-01,Forecast,UPSIDE,CN,FCL,MM,136146.99,10631.63,6471.42,1023.39,154273.43,1042.39,0.0375,20261101,2026-11
COST_202611_UPSIDE_CN_FCL_SME,202611_UPSIDE_CN_FCL_SME,2026-11-01,Forecast,UPSIDE,CN,FCL,SME,108431.27,5956.97,5154.02,1145.36,120687.61,1022.78,0.0375,20261101,2026-11
COST_202611_UPSIDE_CN_FCL_SKA,202611_UPSIDE_CN_FCL_SKA,2026-11-01,Forecast,UPSIDE,CN,FCL,SKA,184514.02,7968.33,8770.43,629.77,201882.55,970.59,0.0375,20261101,2026-11
COST_202611_UPSIDE_CN_LCL_ENT,202611_UPSIDE_CN_LCL_ENT,2026-11-01,Forecast,UPSIDE,CN,LCL,ENT,74581.79,11568.56,3862.53,518.23,90531.11,572.98,0.0375,20261101,2026-11
COST_202611_UPSIDE_CN_LCL_MM,202611_UPSIDE_CN_LCL_MM,2026-11-01,Forecast,UPSIDE,CN,LCL,MM,62514.53,6433.27,3237.58,817.5,73002.89,548.89,0.0375,20261101,2026-11
COST_202611_UPSIDE_CN_LCL_SME,202611_UPSIDE_CN_LCL_SME,2026-11-01,Forecast,UPSIDE,CN,LCL,SME,48770.15,2327.6,2525.77,932.16,54555.69,529.67,0.0375,20261101,2026-11
COST_202611_UPSIDE_CN_LCL_SKA,202611_UPSIDE_CN_LCL_SKA,2026-11-01,Forecast,UPSIDE,CN,LCL,SKA,82549.54,4832.28,4275.18,721.77,92378.78,504.8,0.0375,20261101,2026-11
COST_202611_UPSIDE_CN_CLS_ENT,202611_UPSIDE_CN_CLS_ENT,2026-11-01,Forecast,UPSIDE,CN,CLS,ENT,83218.75,4525.32,4978.6,740.39,93463.07,1086.78,0.0375,20261101,2026-11
COST_202611_UPSIDE_CN_CLS_MM,202611_UPSIDE_CN_CLS_MM,2026-11-01,Forecast,UPSIDE,CN,CLS,MM,68638.88,4123.96,4106.36,550.69,77419.89,1122.03,0.0375,20261101,2026-11
COST_202611_UPSIDE_CN_CLS_SME,202611_UPSIDE_CN_CLS_SME,2026-11-01,Forecast,UPSIDE,CN,CLS,SME,53153.44,1146.79,3179.93,525.56,58005.72,1094.45,0.0375,20261101,2026-11
COST_202611_UPSIDE_CN_CLS_SKA,202611_UPSIDE_CN_CLS_SKA,2026-11-01,Forecast,UPSIDE,CN,CLS,SKA,87846.71,3019.12,5255.47,616.64,96737.94,1007.69,0.0375,20261101,2026-11
COST_202611_UPSIDE_CN_CUS_ENT,202611_UPSIDE_CN_CUS_ENT,2026-11-01,Forecast,UPSIDE,CN,CUS,ENT,21625.36,4621.43,1786.6,5628.0,33661.39,167.47,0.0375,20261101,2026-11
COST_202611_UPSIDE_CN_CUS_MM,202611_UPSIDE_CN_CUS_MM,2026-11-01,Forecast,UPSIDE,CN,CUS,MM,17194.04,11006.08,1420.51,4424.0,34044.63,215.47,0.0375,20261101,2026-11
COST_202611_UPSIDE_CN_CUS_SME,202611_UPSIDE_CN_CUS_SME,2026-11-01,Forecast,UPSIDE,CN,CUS,SME,14585.92,7404.76,1205.03,3696.0,26891.71,203.73,0.0375,20261101,2026-11
COST_202611_UPSIDE_CN_CUS_SKA,202611_UPSIDE_CN_CUS_SKA,2026-11-01,Forecast,UPSIDE,CN,CUS,SKA,22504.3,9071.21,1859.22,5908.0,39342.72,186.46,0.0375,20261101,2026-11
COST_202611_UPSIDE_CN_TRK_ENT,202611_UPSIDE_CN_TRK_ENT,2026-11-01,Forecast,UPSIDE,CN,TRK,ENT,58922.4,9245.79,4282.73,1660.73,74111.64,308.8,0.0375,20261101,2026-11
COST_202611_UPSIDE_CN_TRK_MM,202611_UPSIDE_CN_TRK_MM,2026-11-01,Forecast,UPSIDE,CN,TRK,MM,43327.23,10456.11,3149.2,1604.89,58537.43,327.02,0.0375,20261101,2026-11
COST_202611_UPSIDE_CN_TRK_SME,202611_UPSIDE_CN_TRK_SME,2026-11-01,Forecast,UPSIDE,CN,TRK,SME,36038.93,5157.63,2619.46,1147.35,44963.36,305.87,0.0375,20261101,2026-11
COST_202611_UPSIDE_CN_TRK_SKA,202611_UPSIDE_CN_TRK_SKA,2026-11-01,Forecast,UPSIDE,CN,TRK,SKA,65332.56,14794.09,4748.64,2713.29,87588.58,319.67,0.0375,20261101,2026-11
COST_202611_DOWNSIDE_VN_NORTH_AIR_ENT,202611_DOWNSIDE_VN_NORTH_AIR_ENT,2026-11-01,Forecast,DOWNSIDE,VN_NORTH,AIR,ENT,129247.49,5040.51,7959.81,702.95,142950.77,1361.44,0.0825,20261101,2026-11
COST_202611_DOWNSIDE_VN_NORTH_AIR_MM,202611_DOWNSIDE_VN_NORTH_AIR_MM,2026-11-01,Forecast,DOWNSIDE,VN_NORTH,AIR,MM,116375.5,5608.51,7167.08,893.01,130044.1,1413.52,0.0825,20261101,2026-11
COST_202611_DOWNSIDE_VN_NORTH_AIR_SME,202611_DOWNSIDE_VN_NORTH_AIR_SME,2026-11-01,Forecast,DOWNSIDE,VN_NORTH,AIR,SME,85670.55,3122.16,5276.09,619.81,94688.61,1392.48,0.0825,20261101,2026-11
COST_202611_DOWNSIDE_VN_NORTH_AIR_SKA,202611_DOWNSIDE_VN_NORTH_AIR_SKA,2026-11-01,Forecast,DOWNSIDE,VN_NORTH,AIR,SKA,148101.85,8116.54,9120.98,633.53,165972.89,1317.25,0.0825,20261101,2026-11
COST_202611_DOWNSIDE_VN_NORTH_FCL_ENT,202611_DOWNSIDE_VN_NORTH_FCL_ENT,2026-11-01,Forecast,DOWNSIDE,VN_NORTH,FCL,ENT,158815.87,11843.33,7235.12,1043.4,178937.72,1016.69,0.0825,20261101,2026-11
COST_202611_DOWNSIDE_VN_NORTH_FCL_MM,202611_DOWNSIDE_VN_NORTH_FCL_MM,2026-11-01,Forecast,DOWNSIDE,VN_NORTH,FCL,MM,128309.91,9122.29,5845.37,1134.71,144412.28,982.4,0.0825,20261101,2026-11
COST_202611_DOWNSIDE_VN_NORTH_FCL_SME,202611_DOWNSIDE_VN_NORTH_FCL_SME,2026-11-01,Forecast,DOWNSIDE,VN_NORTH,FCL,SME,100094.13,4149.03,4559.95,390.19,109193.3,933.28,0.0825,20261101,2026-11
COST_202611_DOWNSIDE_VN_NORTH_FCL_SKA,202611_DOWNSIDE_VN_NORTH_FCL_SKA,2026-11-01,Forecast,DOWNSIDE,VN_NORTH,FCL,SKA,174725.88,13189.85,7959.92,666.89,196542.55,949.48,0.0825,20261101,2026-11
COST_202611_DOWNSIDE_VN_NORTH_LCL_ENT,202611_DOWNSIDE_VN_NORTH_LCL_ENT,2026-11-01,Forecast,DOWNSIDE,VN_NORTH,LCL,ENT,68471.58,5238.79,3398.68,1369.58,78478.63,503.07,0.0825,20261101,2026-11
COST_202611_DOWNSIDE_VN_NORTH_LCL_MM,202611_DOWNSIDE_VN_NORTH_LCL_MM,2026-11-01,Forecast,DOWNSIDE,VN_NORTH,LCL,MM,55000.66,2700.89,2730.03,448.59,60880.17,479.37,0.0825,20261101,2026-11
COST_202611_DOWNSIDE_VN_NORTH_LCL_SME,202611_DOWNSIDE_VN_NORTH_LCL_SME,2026-11-01,Forecast,DOWNSIDE,VN_NORTH,LCL,SME,42693.04,4100.56,2119.13,920.11,49832.84,508.5,0.0825,20261101,2026-11
COST_202611_DOWNSIDE_VN_NORTH_LCL_SKA,202611_DOWNSIDE_VN_NORTH_LCL_SKA,2026-11-01,Forecast,DOWNSIDE,VN_NORTH,LCL,SKA,75533.04,4599.41,3749.18,1719.11,85600.73,497.68,0.0825,20261101,2026-11
COST_202611_DOWNSIDE_VN_NORTH_CLS_ENT,202611_DOWNSIDE_VN_NORTH_CLS_ENT,2026-11-01,Forecast,DOWNSIDE,VN_NORTH,CLS,ENT,77532.22,5360.01,4445.58,487.89,87825.71,1045.54,0.0825,20261101,2026-11
COST_202611_DOWNSIDE_VN_NORTH_CLS_MM,202611_DOWNSIDE_VN_NORTH_CLS_MM,2026-11-01,Forecast,DOWNSIDE,VN_NORTH,CLS,MM,60892.17,1343.98,3491.47,323.76,66051.38,1000.78,0.0825,20261101,2026-11
COST_202611_DOWNSIDE_VN_NORTH_CLS_SME,202611_DOWNSIDE_VN_NORTH_CLS_SME,2026-11-01,Forecast,DOWNSIDE,VN_NORTH,CLS,SME,49185.39,2066.41,2820.22,329.26,54401.27,1066.69,0.0825,20261101,2026-11
COST_202611_DOWNSIDE_VN_NORTH_CLS_SKA,202611_DOWNSIDE_VN_NORTH_CLS_SKA,2026-11-01,Forecast,DOWNSIDE,VN_NORTH,CLS,SKA,80853.02,2331.05,4635.99,503.95,88324.02,992.4,0.0825,20261101,2026-11
COST_202611_DOWNSIDE_VN_NORTH_CUS_ENT,202611_DOWNSIDE_VN_NORTH_CUS_ENT,2026-11-01,Forecast,DOWNSIDE,VN_NORTH,CUS,ENT,20003.74,13684.67,1583.93,5404.0,40676.34,210.76,0.0825,20261101,2026-11
COST_202611_DOWNSIDE_VN_NORTH_CUS_MM,202611_DOWNSIDE_VN_NORTH_CUS_MM,2026-11-01,Forecast,DOWNSIDE,VN_NORTH,CUS,MM,17567.62,5918.45,1391.04,4648.0,29525.11,177.86,0.0825,20261101,2026-11
COST_202611_DOWNSIDE_VN_NORTH_CUS_SME,202611_DOWNSIDE_VN_NORTH_CUS_SME,2026-11-01,Forecast,DOWNSIDE,VN_NORTH,CUS,SME,12882.87,7819.29,1020.09,3444.0,25166.26,204.6,0.0825,20261101,2026-11
COST_202611_DOWNSIDE_VN_NORTH_CUS_SKA,202611_DOWNSIDE_VN_NORTH_CUS_SKA,2026-11-01,Forecast,DOWNSIDE,VN_NORTH,CUS,SKA,23066.21,11095.72,1826.42,6216.0,42204.35,190.11,0.0825,20261101,2026-11
